time_stamp,capacity
2018-10-01 00:00:00,188.20890123
2018-10-01 00:15:00,188.20890123
2018-10-01 00:30:00,188.20890123
2018-10-01 00:45:00,326.03368672
2018-10-01 01:00:00,326.03368672
2018-10-01 01:15:00,326.03368672
2018-10-01 01:30:00,326.03368672
2018-10-01 01:45:00,463.54623868
2018-10-01 02:00:00,463.54623868
2018-10-01 02:15:00,463.54623868
2018-10-01 02:30:00,463.54623868
2018-10-01 02:45:00,577.71107978
2018-10-01 03:00:00,577.71107978
2018-10-01 03:15:00,577.71107978
2018-10-01 03:30:00,577.71107978
2018-10-01 03:45:00,632.45962357
2018-10-01 04:00:00,632.45962357
2018-10-01 04:15:00,632.45962357
2018-10-01 04:30:00,632.45962357
2018-10-01 04:45:00,561.41041088
2018-10-01 05:00:00,561.41041088
2018-10-01 05:15:00,561.41041088
2018-10-01 05:30:00,561.41041088
2018-10-01 05:45:00,505.70486286
2018-10-01 06:00:00,505.70486286
2018-10-01 06:15:00,505.70486286
2018-10-01 06:30:00,505.70486286
2018-10-01 06:45:00,445.77951879
2018-10-01 07:00:00,445.77951879
2018-10-01 07:15:00,445.77951879
2018-10-01 07:30:00,445.77951879
2018-10-01 07:45:00,412.59095983
2018-10-01 08:00:00,412.59095983
2018-10-01 08:15:00,412.59095983
2018-10-01 08:30:00,412.59095983
2018-10-01 08:45:00,398.12549612
2018-10-01 09:00:00,398.12549612
2018-10-01 09:15:00,398.12549612
2018-10-01 09:30:00,398.12549612
2018-10-01 09:45:00,331.35275553
2018-10-01 10:00:00,331.35275553
2018-10-01 10:15:00,331.35275553
2018-10-01 10:30:00,331.35275553
2018-10-01 10:45:00,296.55004865
2018-10-01 11:00:00,296.55004865
2018-10-01 11:15:00,296.55004865
2018-10-01 11:30:00,296.55004865
2018-10-01 11:45:00,285.50306008
2018-10-01 12:00:00,285.50306008
2018-10-01 12:15:00,285.50306008
2018-10-01 12:30:00,285.50306008
2018-10-01 12:45:00,282.68141974
2018-10-01 13:00:00,282.68141974
2018-10-01 13:15:00,282.68141974
2018-10-01 13:30:00,282.68141974
2018-10-01 13:45:00,234.88043006
2018-10-01 14:00:00,234.88043006
2018-10-01 14:15:00,234.88043006
2018-10-01 14:30:00,234.88043006
2018-10-01 14:45:00,270.92920253
2018-10-01 15:00:00,270.92920253
2018-10-01 15:15:00,270.92920253
2018-10-01 15:30:00,270.92920253
2018-10-01 15:45:00,241.52821089
2018-10-01 16:00:00,241.52821089
2018-10-01 16:15:00,241.52821089
2018-10-01 16:30:00,241.52821089
2018-10-01 16:45:00,231.92805616
2018-10-01 17:00:00,231.92805616
2018-10-01 17:15:00,231.92805616
2018-10-01 17:30:00,231.92805616
2018-10-01 17:45:00,164.41807573
2018-10-01 18:00:00,164.41807573
2018-10-01 18:15:00,164.41807573
2018-10-01 18:30:00,164.41807573
2018-10-01 18:45:00,172.83879221
2018-10-01 19:00:00,172.83879221
2018-10-01 19:15:00,172.83879221
2018-10-01 19:30:00,172.83879221
2018-10-01 19:45:00,133.13114382
2018-10-01 20:00:00,133.13114382
2018-10-01 20:15:00,133.13114382
2018-10-01 20:30:00,133.13114382
2018-10-01 20:45:00,88.78393426
2018-10-01 21:00:00,88.78393426
2018-10-01 21:15:00,88.78393426
2018-10-01 21:30:00,88.78393426
2018-10-01 21:45:00,134.71366251
2018-10-01 22:00:00,134.71366251
2018-10-01 22:15:00,134.71366251
2018-10-01 22:30:00,134.71366251
2018-10-01 22:45:00,198.29873781
2018-10-01 23:00:00,198.29873781
2018-10-01 23:15:00,198.29873781
2018-10-01 23:30:00,198.29873781
2018-10-01 23:45:00,171.16674745
2018-10-02 00:00:00,171.16674745
2018-10-02 00:15:00,171.16674745
2018-10-02 00:30:00,171.16674745
2018-10-02 00:45:00,244.08263353
2018-10-02 01:00:00,244.08263353
2018-10-02 01:15:00,244.08263353
2018-10-02 01:30:00,244.08263353
2018-10-02 01:45:00,263.52392375
2018-10-02 02:00:00,263.52392375
2018-10-02 02:15:00,263.52392375
2018-10-02 02:30:00,263.52392375
2018-10-02 02:45:00,201.89430841
2018-10-02 03:00:00,201.89430841
2018-10-02 03:15:00,201.89430841
2018-10-02 03:30:00,201.89430841
2018-10-02 03:45:00,263.70288362
2018-10-02 04:00:00,263.70288362
2018-10-02 04:15:00,263.70288362
2018-10-02 04:30:00,263.70288362
