time,Value
2016-08-02 00:00:00,2.5153425287377003
2016-08-02 00:05:00,1.9229556458822
2016-08-02 00:10:00,1.70682373802062
2016-08-02 00:15:00,2.21201838584878
2016-08-02 00:20:00,1.99079479041892
2016-08-02 00:25:00,2.375683313729
2016-08-02 00:30:00,1.58942585288982
2016-08-02 00:35:00,1.76511053481026
2016-08-02 00:40:00,2.34254886614876
2016-08-02 00:45:00,1.5961843404934999
2016-08-02 00:50:00,1.87656248569014
2016-08-02 00:55:00,2.7939771439714
2016-08-02 01:00:00,2.5257655552966
2016-08-02 01:05:00,2.57856258857504
2016-08-02 01:10:00,2.13186188958784
2016-08-02 01:15:00,2.43729363065674
2016-08-02 01:20:00,2.37963480145644
2016-08-02 01:25:00,2.1503898458942
2016-08-02 01:30:00,1.30337978057364
2016-08-02 01:35:00,1.65327083013456
2016-08-02 01:40:00,1.6473980018107803
2016-08-02 01:45:00,1.8741940058513002
2016-08-02 01:50:00,1.7498812527090202
2016-08-02 01:55:00,1.44122672666006
2016-08-02 02:00:00,1.31961777706242
2016-08-02 02:05:00,1.2781748714295
2016-08-02 02:10:00,1.66296761354816
2016-08-02 02:15:00,2.01110431565
2016-08-02 02:20:00,2.25928583745394
2016-08-02 02:25:00,1.8028949137389598
2016-08-02 02:30:00,1.60440731714102
2016-08-02 02:35:00,1.2455845641153
2016-08-02 02:40:00,1.4266343618017001
2016-08-02 02:45:00,1.26093969702634
2016-08-02 02:50:00,1.9424074746581599
2016-08-02 02:55:00,1.92196539706238
2016-08-02 03:00:00,1.67342377902076
2016-08-02 03:05:00,1.6432725434511
2016-08-02 03:10:00,1.51533331657956
2016-08-02 03:15:00,1.53473014205592
2016-08-02 03:20:00,1.5334939663254
2016-08-02 03:25:00,1.45226018565376
2016-08-02 03:30:00,1.41933821980518
2016-08-02 03:35:00,1.15242555754176
2016-08-02 03:40:00,1.17462241653666
2016-08-02 03:45:00,0.965774181117054
2016-08-02 03:50:00,0.921612792798394
2016-08-02 03:55:00,0.949227801764196
2016-08-02 04:00:00,1.37641027339032
2016-08-02 04:05:00,1.6727963712798002
2016-08-02 04:10:00,2.71409254945448
2016-08-02 04:15:00,3.89246185727884
