# Station: FINO2
# Parameter: windspeed_cup_42m_180deg
# Unit: m/s
# Titles:
Time	Value	Minimum	Maximum	Deviation	Quality
# Data:
2020-10-03 00:05:00	12.13	9.63	14.69	1.02	3
2020-10-03 00:15:00	12.25	8.62	14.81	1.1	3
2020-10-03 00:25:00	12.2	9.28	15.23	1.08	3
2020-10-03 00:35:00	12.85	10.4	14.97	.86	3
2020-10-03 00:45:00	12.57	8.83	15.26	1.31	3
2020-10-03 00:55:00	12.7	9.91	14.65	.82	3
2020-10-03 01:05:00	12.61	10.3	15.8	1.09	3
2020-10-03 01:15:00	13.43	10.58	16.1	.99	3
2020-10-03 01:25:00	13.24	9.78	15.72	1.14	3
2020-10-03 01:35:00	13.47	10.67	16.76	1.06	3
2020-10-03 01:45:00	13.01	10.18	15.94	1.08	3
2020-10-03 01:55:00	13.19	10.59	16.06	1.06	3
2020-10-03 02:05:00	13.26	10.41	16.06	1.03	3
2020-10-03 02:15:00	13.27	11.04	16.22	1.22	3
2020-10-03 02:25:00	12.4	9.32	15.92	1.1	3
2020-10-03 02:35:00	13.42	10.86	16.4	.97	3
2020-10-03 02:45:00	13.4	11.04	15.73	.84	3
2020-10-03 02:55:00	12.49	9.34	14.35	.89	3
2020-10-03 03:05:00	13.56	10.07	15.91	1.06	3
2020-10-03 03:15:00	13.54	10.72	16.59	1.05	3
2020-10-03 03:25:00	14.19	10.54	17.11	1.16	3
2020-10-03 03:35:00	13.92	10.71	16.99	1.23	3
2020-10-03 03:45:00	14.89	11.71	18.52	1.32	3
2020-10-03 03:55:00	14.02	10.83	16.32	.95	3
2020-10-03 04:05:00	13.66	9.36	16.91	1.34	3
2020-10-03 04:15:00	14.82	10.58	17.55	1.3	3
2020-10-03 04:25:00	14.73	10.23	17.46	1.24	3
2020-10-03 04:35:00	14	8.33	18.26	1.77	3
2020-10-03 04:45:00	14.54	10.19	18.36	1.39	3
2020-10-03 04:55:00	15.29	11.31	18.27	1.39	3
2020-10-03 05:05:00	15.29	11.79	18.59	1.19	3
2020-10-03 05:15:00	15.71	12.86	18.8	1.15	3
2020-10-03 05:25:00	15.61	12.94	18.08	1.06	3
2020-10-03 05:35:00	14.5	10.73	17.76	1.41	3
2020-10-03 05:45:00	15.2	10.97	17.89	1.31	3
2020-10-03 05:55:00	13.2	8.76	17.57	1.78	3
2020-10-03 06:05:00	14.29	10.12	17.5	1.52	3
2020-10-03 06:15:00	13.3	8.1	17.53	1.83	3
2020-10-03 06:25:00	13.06	8.14	18.56	1.67	3
2020-10-03 06:35:00	14.01	9.45	18.17	1.6	3
2020-10-03 06:45:00	13.84	9.07	18.47	1.76	3
2020-10-03 06:55:00	14.98	9.33	19.56	1.83	3
2020-10-03 07:05:00	16.03	10.74	19.71	1.62	3
2020-10-03 07:15:00	16.49	12.49	19.47	1.46	3
2020-10-03 07:25:00	16.47	11.8	19.83	1.61	3
2020-10-03 07:35:00	15.49	11.26	20.31	1.73	3
2020-10-03 07:45:00	15.59	10.43	19.37	1.59	3
2020-10-03 07:55:00	15.81	11.12	19.96	1.27	3
2020-10-03 08:05:00	15.28	10.73	18.72	1.65	3
2020-10-03 08:15:00	15.84	12.62	19.07	1.36	3
2020-10-03 08:25:00	15.97	10.05	19.27	1.5	3
2020-10-03 08:35:00	16.01	10.71	18.82	1.38	3
2020-10-03 08:45:00	16.26	11.52	21.5	1.76	3
2020-10-03 08:55:00	15.61	9.7	19.78	1.84	3
2020-10-03 09:05:00	17.36	12.45	21.1	1.76	3
2020-10-03 09:15:00	16.3	11	19.73	1.72	3
2020-10-03 09:25:00	15.94	11.99	18.59	1.23	3
2020-10-03 09:35:00	16.23	11.68	19.18	1.32	3
2020-10-03 09:45:00	15.34	12.08	18.96	1.43	3
2020-10-03 09:55:00	15.01	9.37	19.8	2.1	3
2020-10-03 10:05:00	15.6	11.28	18.69	1.38	3
2020-10-03 10:15:00	15.56	11.72	19.39	1.38	3
2020-10-03 10:25:00	14.9	10.09	18.66	1.64	3
2020-10-03 10:35:00	14.76	9	19.26	1.84	3
2020-10-03 10:45:00	14.94	10.7	19.13	1.62	3
2020-10-03 10:55:00	14.73	8.97	19.17	1.56	3
2020-10-03 11:05:00	13.57	9	18.85	1.6	3
2020-10-03 11:15:00	14.01	9.28	18.86	1.72	3
2020-10-03 11:25:00	13.9	9.69	19.88	1.73	3
2020-10-03 11:35:00	13.27	8.34	17.2	1.71	3
2020-10-03 11:45:00	13.02	8.71	16.63	1.52	3
2020-10-03 11:55:00	13.39	8.74	17.59	1.63	3
2020-10-03 12:05:00	13.22	9	17.35	1.53	3
2020-10-03 12:15:00	14.04	9.38	17.68	1.66	3
2020-10-03 12:25:00	13.63	9.45	17.89	1.54	3
2020-10-03 12:35:00	13.47	9.22	20.19	1.62	3
2020-10-03 12:45:00	13.75	9.16	17.8	1.8	3
2020-10-03 12:55:00	14.13	9.57	18.97	1.55	3
2020-10-03 13:05:00	14.35	10.13	17.85	1.57	3
2020-10-03 13:15:00	15.52	11.43	19.59	1.48	3
2020-10-03 13:25:00	15.28	10.55	20.68	2.2	3
2020-10-03 13:35:00	14.3	10.29	18.41	1.42	3
2020-10-03 13:45:00	14.72	10.99	18.9	1.45	3
2020-10-03 13:55:00	14.75	10.63	19.46	1.59	3
2020-10-03 14:05:00	14.93	9.56	20.99	2.26	3
2020-10-03 14:15:00	14.64	8.96	18.69	1.67	3
2020-10-03 14:25:00	14.36	10.73	19.42	1.52	3
2020-10-03 14:35:00	14.15	10.36	18.26	1.55	3
2020-10-03 14:45:00	14.54	10.68	19.9	1.75	3
2020-10-03 14:55:00	14.51	8.15	19.23	1.91	3
2020-10-03 15:05:00	13.51	9.32	18.42	1.52	3
2020-10-03 15:15:00	13.74	8.66	18.17	1.79	3
2020-10-03 15:25:00	12.29	7.95	16.35	1.68	3
2020-10-03 15:35:00	12.28	7.41	16.34	1.59	3
2020-10-03 15:45:00	12.27	8.32	15.97	1.51	3
2020-10-03 15:55:00	11.98	7.07	16.28	1.81	3
2020-10-03 16:05:00	11.73	6.74	15.6	1.75	3
2020-10-03 16:15:00	12.96	8.07	17.03	1.68	3
2020-10-03 16:25:00	12.84	7.28	18.38	1.84	3
2020-10-03 16:35:00	12.42	7.99	17.07	1.75	3
2020-10-03 16:45:00	12.97	8.4	17.48	1.73	3
2020-10-03 16:55:00	12.07	7.66	17.54	1.67	3
2020-10-03 17:05:00	11.64	6.4	15.56	1.72	3
2020-10-03 17:15:00	11.5	5.68	16.2	1.96	3
2020-10-03 17:25:00	11.05	6.43	15.46	1.79	3
2020-10-03 17:35:00	11.64	7.83	16.36	1.62	3
2020-10-03 17:45:00	12.21	7.17	17.86	1.8	3
2020-10-03 17:55:00	11.75	7.77	16.52	1.56	3
2020-10-03 18:05:00	10.95	5.89	16.33	1.78	3
2020-10-03 18:15:00	13.19	7.7	17.45	1.68	3
2020-10-03 18:25:00	12.16	6.75	17.1	1.65	3
2020-10-03 18:35:00	13.04	8.24	18.04	1.76	3
2020-10-03 18:45:00	12.45	7.91	18.3	1.92	3
2020-10-03 18:55:00	13.1	8.81	16.32	1.13	3
2020-10-03 19:05:00	12.38	9.97	14.89	.93	3
2020-10-03 19:15:00	12.7	9.98	14.51	.76	3
2020-10-03 19:25:00	12.84	10.23	15.78	.91	3
2020-10-03 19:35:00	12.04	7.91	15.18	1.24	3
2020-10-03 19:45:00	11.89	8.04	14.98	1.23	3
2020-10-03 19:55:00	12.13	8.75	15.48	1.07	3
2020-10-03 20:05:00	11.62	7.11	15.53	1.59	3
2020-10-03 20:15:00	12.37	6.7	16.19	1.86	3
2020-10-03 20:25:00	11.88	7.38	15.42	1.36	3
2020-10-03 20:35:00	11.13	5.94	15.76	1.66	3
2020-10-03 20:45:00	11.43	5.76	16	1.72	3
2020-10-03 20:55:00	12.54	9.19	15.37	.87	3
2020-10-03 21:05:00	12.93	10.04	14.78	.75	3
2020-10-03 21:15:00	12.91	10.93	15.48	.76	3
2020-10-03 21:25:00	12.4	9.58	15.26	.91	3
2020-10-03 21:35:00	12.36	10.35	14.9	.77	3
2020-10-03 21:45:00	12.53	10.17	15.22	.93	3
2020-10-03 21:55:00	12.54	10.41	15.35	.81	3
2020-10-03 22:05:00	12.32	10.03	14.9	.85	3
2020-10-03 22:15:00	12.32	9.92	14.27	.68	3
2020-10-03 22:25:00	11.25	8.89	13.5	.77	3
2020-10-03 22:35:00	9.93	7.78	12.81	.84	3
2020-10-03 22:45:00	10.38	8.17	14.11	.98	3
2020-10-03 22:55:00	10.23	8.01	12.47	.88	3
2020-10-03 23:05:00	10.06	8.43	13.2	.88	3
2020-10-03 23:15:00	10.89	7.96	13.48	.94	3
