# Station: FINO2
# Parameter: windspeed_cup_92m_180deg
# Unit: m/s
# Titles:
Time	Value	Minimum	Maximum	Deviation	Quality
# Data:
2020-10-03 00:05:00	12.39	9.95	15.41	1.11	3
2020-10-03 00:15:00	12.42	9.29	15.05	1.03	3
2020-10-03 00:25:00	12.36	9.28	15.14	1.02	3
2020-10-03 00:35:00	12.9	9.3	15.61	.89	3
2020-10-03 00:45:00	12.53	6.41	15.32	1.76	3
2020-10-03 00:55:00	12.73	8.83	15.14	1.04	3
2020-10-03 01:05:00	12.78	9.38	15.8	1.21	3
2020-10-03 01:15:00	13.98	10.73	16.37	1.02	3
2020-10-03 01:25:00	13.55	9.86	16	1.05	3
2020-10-03 01:35:00	13.87	11.54	17.22	.92	3
2020-10-03 01:45:00	13.31	10.53	15.95	1.06	3
2020-10-03 01:55:00	13.32	10.72	16.01	1.03	3
2020-10-03 02:05:00	13.47	10.11	16.3	1.18	3
2020-10-03 02:15:00	13.38	10.83	15.75	1.11	3
2020-10-03 02:25:00	12.58	9.89	15.73	1.24	3
2020-10-03 02:35:00	13.78	11.16	16.26	1.01	3
2020-10-03 02:45:00	13.66	10.9	15.98	.83	3
2020-10-03 02:55:00	12.51	8.33	15.39	1.23	3
2020-10-03 03:05:00	13.67	8.85	16.39	1.49	3
2020-10-03 03:15:00	13.88	10.16	16.71	1.27	3
2020-10-03 03:25:00	14.22	10.78	16.95	1.16	3
2020-10-03 03:35:00	14.46	10.84	17.89	1.41	3
2020-10-03 03:45:00	15.24	11.46	18.45	1.4	3
2020-10-03 03:55:00	14.34	11.68	16.86	.93	3
2020-10-03 04:05:00	13.12	8.18	16.16	1.54	3
2020-10-03 04:15:00	14.55	9.92	17.83	1.72	3
2020-10-03 04:25:00	14.32	9.52	17.89	1.7	3
2020-10-03 04:35:00	13.84	7.6	17.7	2.1	3
2020-10-03 04:45:00	13.95	8.07	17.9	1.75	3
2020-10-03 04:55:00	14.99	7.83	18.3	1.9	3
2020-10-03 05:05:00	15.68	12.62	18.93	1.11	3
2020-10-03 05:15:00	16.06	12.68	19.06	1.16	3
2020-10-03 05:25:00	15.86	12.27	18.17	1.09	3
2020-10-03 05:35:00	14.25	9.75	18.02	1.57	3
2020-10-03 05:45:00	14.72	10.62	18.73	1.76	3
2020-10-03 05:55:00	12.66	7.42	17.16	1.93	3
2020-10-03 06:05:00	14.1	7.29	18.8	1.91	3
2020-10-03 06:15:00	12.64	7.17	17.89	2.04	3
2020-10-03 06:25:00	12.07	7.9	16.54	1.6	3
2020-10-03 06:35:00	12.77	8.88	17.63	1.91	3
2020-10-03 06:45:00	12.41	7.76	18.16	2.13	3
2020-10-03 06:55:00	14.14	8.84	19.68	2.36	3
2020-10-03 07:05:00	15.77	10.23	20.38	2.22	3
2020-10-03 07:15:00	16.6	11.65	19.51	1.38	3
2020-10-03 07:25:00	16.59	11.99	19.99	1.77	3
2020-10-03 07:35:00	15.14	9.26	19.68	2.07	3
2020-10-03 07:45:00	14.83	8.07	18.95	2.1	3
2020-10-03 07:55:00	15.22	10.25	18.92	1.72	3
2020-10-03 08:05:00	14.75	9.03	18.97	2	3
2020-10-03 08:15:00	15.85	10.83	19.64	1.82	3
2020-10-03 08:25:00	15.73	10.92	19.17	1.51	3
2020-10-03 08:35:00	15.83	11.33	19.09	1.69	3
2020-10-03 08:45:00	15.56	9.08	19.88	2.26	3
2020-10-03 08:55:00	15.35	9.69	19.78	2.21	3
2020-10-03 09:05:00	17.26	10.62	22.46	2.13	3
2020-10-03 09:15:00	15.86	10.94	19.76	1.94	3
2020-10-03 09:25:00	16.39	11.08	20.21	1.76	3
2020-10-03 09:35:00	16.31	11.41	19.42	1.59	3
2020-10-03 09:45:00	15.42	10.06	20.2	1.82	3
2020-10-03 09:55:00	14.51	9.26	19.49	2.45	3
2020-10-03 10:05:00	15.21	9.33	18.94	1.76	3
2020-10-03 10:15:00	15.72	11.36	19.35	1.62	3
2020-10-03 10:25:00	14.57	9.46	18.65	1.91	3
2020-10-03 10:35:00	14.17	9.01	19.3	2.09	3
2020-10-03 10:45:00	14.4	9.21	19.48	2.02	3
2020-10-03 10:55:00	13.85	8.87	18.27	2.03	3
2020-10-03 11:05:00	13.02	8.48	16.99	1.78	3
2020-10-03 11:15:00	12.56	8.31	18.28	2.04	3
2020-10-03 11:25:00	12.76	8.11	18.46	1.97	3
2020-10-03 11:35:00	12.6	8.07	17.72	1.87	3
2020-10-03 11:45:00	12.34	7.95	18.02	1.92	3
2020-10-03 11:55:00	12.78	7.9	18.51	1.94	3
2020-10-03 12:05:00	12.6	7.37	18.05	1.95	3
2020-10-03 12:15:00	12.59	7.97	17.66	1.93	3
2020-10-03 12:25:00	13.02	7.14	18.79	1.76	3
2020-10-03 12:35:00	11.97	8.24	17.63	1.74	3
2020-10-03 12:45:00	13.15	8.36	18.43	1.91	3
2020-10-03 12:55:00	13.6	9.18	18.29	1.91	3
2020-10-03 13:05:00	13.92	8.27	18.98	1.91	3
2020-10-03 13:15:00	15.14	10.33	20.28	1.99	3
2020-10-03 13:25:00	14.91	8.92	20.14	2.73	3
2020-10-03 13:35:00	14.01	9.28	19.18	2.16	3
2020-10-03 13:45:00	13.58	9.18	19.65	2.01	3
2020-10-03 13:55:00	13.59	9.36	18.83	1.99	3
2020-10-03 14:05:00	14.2	8.78	21.27	2.34	3
2020-10-03 14:15:00	13.65	9.28	18.63	1.84	3
2020-10-03 14:25:00	13.47	8.94	18.99	1.93	3
2020-10-03 14:35:00	13.3	8.85	18.7	1.91	3
2020-10-03 14:45:00	13.77	9.63	18.65	1.78	3
2020-10-03 14:55:00	13.61	7.96	19.44	2.19	3
2020-10-03 15:05:00	12.44	7.78	16.26	1.65	3
2020-10-03 15:15:00	12.84	8.46	17.68	1.89	3
2020-10-03 15:25:00	11.62	7.11	17.05	1.86	3
2020-10-03 15:35:00	11.48	7.15	15.93	1.74	3
2020-10-03 15:45:00	11.49	7.38	16.85	1.84	3
2020-10-03 15:55:00	10.86	6.29	16.06	1.88	3
2020-10-03 16:05:00	10.62	6.5	15.48	1.5	3
2020-10-03 16:15:00	12.2	8.17	18.25	1.94	3
2020-10-03 16:25:00	12.4	8.17	16.72	1.71	3
2020-10-03 16:35:00	11.32	6.21	17.8	2.03	3
2020-10-03 16:45:00	12.46	8.31	17.5	1.9	3
2020-10-03 16:55:00	11.5	7.06	16.04	1.71	3
2020-10-03 17:05:00	10.8	5.25	16.2	2.07	3
2020-10-03 17:15:00	10.56	5.66	16.3	2.09	3
2020-10-03 17:25:00	10.95	6.31	16.72	1.85	3
2020-10-03 17:35:00	11.37	7.12	16.77	1.75	3
2020-10-03 17:45:00	12.28	6.83	17.46	2.04	3
2020-10-03 17:55:00	10.77	6.38	16.31	1.74	3
2020-10-03 18:05:00	11.24	5.94	17.68	2.08	3
2020-10-03 18:15:00	12.69	7.83	18.68	2.11	3
2020-10-03 18:25:00	12.37	7.98	17.23	1.81	3
2020-10-03 18:35:00	12.86	7.02	18.11	2.05	3
2020-10-03 18:45:00	12.56	7.36	17.65	1.97	3
2020-10-03 18:55:00	13.59	9.22	18.14	1.61	3
2020-10-03 19:05:00	13.16	9	16.36	1.36	3
2020-10-03 19:15:00	12.93	9.01	15.57	1.16	3
2020-10-03 19:25:00	13.26	8.95	17.24	1.22	3
2020-10-03 19:35:00	12.84	8.51	16.24	1.55	3
2020-10-03 19:45:00	12.51	7.6	15.63	1.56	3
2020-10-03 19:55:00	12.39	8.04	16.62	1.55	3
2020-10-03 20:05:00	12.03	7.53	17.61	1.91	3
2020-10-03 20:15:00	13.1	8.28	17.57	1.9	3
2020-10-03 20:25:00	12.65	8.8	16.26	1.66	3
2020-10-03 20:35:00	11.06	6.08	15.87	1.79	3
2020-10-03 20:45:00	12.05	7.65	16.64	1.88	3
2020-10-03 20:55:00	13.72	9.07	17.3	1.19	3
2020-10-03 21:05:00	14.24	12.14	16.7	.87	3
2020-10-03 21:15:00	14.21	11.91	16.65	.94	3
2020-10-03 21:25:00	13.42	10.06	16.04	1.06	3
2020-10-03 21:35:00	13.45	10.47	15.53	.85	3
2020-10-03 21:45:00	14.03	11.32	16	.86	3
2020-10-03 21:55:00	13.52	11.1	15.83	.89	3
2020-10-03 22:05:00	13.25	11	15.89	.85	3
2020-10-03 22:15:00	13.34	10.73	16.95	.99	3
2020-10-03 22:25:00	12.16	9.43	14.69	.88	3
2020-10-03 22:35:00	10.9	8.41	14.58	1.08	3
2020-10-03 22:45:00	11.62	8.12	15.02	1.23	3
2020-10-03 22:55:00	10.92	7.71	14.38	1.06	3
2020-10-03 23:05:00	11.19	8.74	14.06	1.07	3
2020-10-03 23:15:00	11.9	8.62	14.33	.91	3
2020-10-03 23:25:00	10.62	7.59	13.59	1.17	3
2020-10-03 23:35:00	9.63	6.66	13.14	1.14	3
2020-10-03 23:45:00	9.44	6.61	12.86	1.04	3
2020-10-03 23:55:00	9.65	6.79	12.44	.97	3
2020-10-04 00:05:00	9.85	7.77	12.63	.82	3
2020-10-04 00:15:00	9.29	7.45	11.51	.72	3
2020-10-04 00:25:00	8.45	4.57	11.27	1.24	3
2020-10-04 00:35:00	8.6	5.72	11.15	.93	3
2020-10-04 00:45:00	8.02	4.76	10.28	.88	3
2020-10-04 00:55:00	6.3	3.9	8.69	.86	3
2020-10-04 01:05:00	6.1	3.69	8.82	.84	3
2020-10-04 01:15:00	6.73	4.33	9.95	.83	3
2020-10-04 01:25:00	6.37	4	9.64	.97	3
2020-10-04 01:35:00	5.7	3.42	7.37	.73	3
2020-10-04 01:45:00	5.9	3.89	7.66	.59	3
2020-10-04 01:55:00	5.27	3.47	7.19	.71	3
2020-10-04 02:05:00	5.48	4.09	6.87	.51	3
2020-10-04 02:15:00	5.59	4.41	6.75	.4	3
2020-10-04 02:25:00	5.56	3.65	7.37	.71	3
2020-10-04 02:35:00	4.9	3.1	7	.64	3
2020-10-04 02:45:00	3.74	2.66	5.14	.53	3
2020-10-04 02:55:00	3.76	2.95	4.75	.31	3
2020-10-04 03:05:00	3.89	3.03	4.73	.29	3
2020-10-04 03:15:00	3.59	2.88	4.33	.29	3
2020-10-04 03:25:00	3.92	2.59	5.11	.42	3
2020-10-04 03:35:00	3.06	1.45	4.64	.68	3
2020-10-04 03:45:00	3.59	1.35	5.46	.89	3
2020-10-04 03:55:00	2.4	1.32	4.39	.5	3
2020-10-04 04:05:00	2.21	.61	4	.68	3
2020-10-04 04:15:00	1.89	.91	3.79	.47	3
2020-10-04 04:25:00	3.37	1.45	4.45	.68	3
2020-10-04 04:35:00	2.71	1.45	3.96	.66	3
2020-10-04 04:45:00	1.91	.95	2.94	.44	3
2020-10-04 04:55:00	6.13	2.19	9.98	2.27	3
2020-10-04 05:05:00	4.81	2.06	9.05	1.44	3
2020-10-04 05:15:00	4.78	1.19	10.2	1.8	7
2020-10-04 05:25:00	4.34	1.25	9.47	1.51	7
2020-10-04 05:35:00	3.21	.97	6.3	.94	3
2020-10-04 05:45:00	3.93	.99	8.69	2.05	7
2020-10-04 05:55:00	3.45	1.13	6.22	.92	3
2020-10-04 06:05:00	2.72	.8	5.8	.9	3
2020-10-04 06:15:00	3.03	1.23	7.02	1.06	3
2020-10-04 06:25:00	6.68	4.35	7.75	.51	3
2020-10-04 06:35:00	5.18	3.63	6.85	.77	3
2020-10-04 06:45:00	3.71	1.87	5.5	.86	3
2020-10-04 06:55:00	3.54	1.2	7.32	1.36	3
2020-10-04 07:05:00	5.62	1.02	7.82	1.62	3
2020-10-04 07:15:00	2.59	.94	6.15	1.25	3
2020-10-04 07:25:00	2.59	1.16	6.28	.76	3
2020-10-04 07:35:00	4.62	.97	9.84	2.52	7
2020-10-04 07:45:00	5.71	1.61	10.35	2.37	3
2020-10-04 07:55:00	4.41	1.29	8.79	1.78	3
2020-10-04 08:05:00	6.52	2.1	9.41	1.8	3
2020-10-04 08:15:00	6.4	4.91	7.91	.73	3
2020-10-04 08:25:00	2.3	.74	5.52	.92	3
2020-10-04 08:35:00	2.89	.97	6.53	.87	3
2020-10-04 08:45:00	2.82	1.1	5.77	.9	3
2020-10-04 08:55:00	2.53	.78	4.7	.84	3
2020-10-04 09:05:00	2.65	.78	5.76	.86	3
2020-10-04 09:15:00	2.5	.93	4.93	.79	3
2020-10-04 09:25:00	2.68	.97	5.81	.83	3
2020-10-04 09:35:00	2.55	.9	4.5	.74	3
2020-10-04 09:45:00	2.17	.91	4.15	.65	3
2020-10-04 09:55:00	3.62	1.22	5.51	.95	3
2020-10-04 10:05:00	3.45	2	5.1	.59	3
2020-10-04 10:15:00	4.08	1.47	5.97	1.04	3
2020-10-04 10:25:00	3.08	.58	5.28	1.06	3
2020-10-04 10:35:00	2.23	.57	4.39	.85	3
2020-10-04 10:45:00	2.78	1.06	5.29	1.01	3
2020-10-04 10:55:00	2.75	1.24	5.43	.92	3
2020-10-04 11:05:00	2.8	1.08	5.5	1.03	3
2020-10-04 11:15:00	2.29	.97	3.67	.63	3
2020-10-04 11:25:00	2.82	.81	4.21	.95	3
2020-10-04 11:35:00	2.6	.79	3.61	.53	3
2020-10-04 11:45:00	2.75	2.21	3.42	.25	3
2020-10-04 11:55:00	3.33	2.79	4.13	.21	3
2020-10-04 12:05:00	3.3	2.64	3.97	.28	3
2020-10-04 12:15:00	2.9	2.24	3.67	.33	3
2020-10-04 12:25:00	2.78	1.92	3.48	.29	3
2020-10-04 12:35:00	3.25	2.49	4.02	.31	3
2020-10-04 12:45:00	3.23	2.39	3.94	.28	3
2020-10-04 12:55:00	3.16	2.58	3.74	.22	3
2020-10-04 13:05:00	3.64	3.06	4.12	.21	3
2020-10-04 13:15:00	3.72	3.07	4.39	.24	3
2020-10-04 13:25:00	4.12	3.62	4.76	.2	3
2020-10-04 13:35:00	4.09	3.13	5.22	.32	3
2020-10-04 13:45:00	4.11	2.62	5.09	.4	3
2020-10-04 13:55:00	3.72	2.77	4.82	.44	3
2020-10-04 14:05:00	3.96	2.96	4.71	.33	3
2020-10-04 14:15:00	4	3.38	4.75	.27	3
2020-10-04 14:25:00	3.97	2.91	4.94	.35	3
2020-10-04 14:35:00	3.5	2.75	4.22	.27	3
2020-10-04 14:45:00	3.32	2.1	4.08	.4	3
2020-10-04 14:55:00	3.21	2.62	3.9	.23	3
2020-10-04 15:05:00	3.63	2.72	4.32	.28	3
2020-10-04 15:15:00	3.37	2.36	4.25	.35	3
2020-10-04 15:25:00	3.42	2.73	4.56	.31	3
2020-10-04 15:35:00	3.43	2.4	4.38	.34	3
2020-10-04 15:45:00	3.51	2.94	4.82	.3	3
2020-10-04 15:55:00	3.68	3.05	5.03	.27	3
2020-10-04 16:05:00	3.45	2.99	4.03	.2	3
2020-10-04 16:15:00	3.39	2.77	4.5	.28	3
2020-10-04 16:25:00	3.24	2.5	3.96	.27	3
2020-10-04 16:35:00	3.48	2.72	3.96	.25	3
2020-10-04 16:45:00	3.79	3.12	4.42	.18	3
2020-10-04 16:55:00	3.9	3.27	4.29	.19	3
2020-10-04 17:05:00	3.63	3.09	4.26	.2	3
