# Station: FINO2
# Parameter: windspeed_cup_32m_180deg
# Unit: m/s
# Titles:
Time	Value	Minimum	Maximum	Deviation	Quality
# Data:
2020-10-03 00:05:00	11.96	9.54	14.24	1.01	3
2020-10-03 00:15:00	12.13	8.49	14.73	1.09	3
2020-10-03 00:25:00	12	9.29	14.79	1.08	3
2020-10-03 00:35:00	12.63	9.72	14.8	.91	3
2020-10-03 00:45:00	12.43	9.4	15.14	1.17	3
2020-10-03 00:55:00	12.49	9.64	14.72	.78	3
2020-10-03 01:05:00	12.37	9.72	15.49	1.01	3
2020-10-03 01:15:00	13.11	9.93	15.26	.95	3
2020-10-03 01:25:00	12.99	9.9	15.36	1.14	3
2020-10-03 01:35:00	13.22	10.37	15.8	1	3
2020-10-03 01:45:00	12.8	9.96	15.31	1.04	3
2020-10-03 01:55:00	12.9	10.16	15.62	1.06	3
2020-10-03 02:05:00	13.03	10.02	16.14	1.09	3
2020-10-03 02:15:00	13.04	10.81	15.81	1.17	3
2020-10-03 02:25:00	12.21	9.72	15.24	1.13	3
2020-10-03 02:35:00	13.19	10.39	15.67	.92	3
2020-10-03 02:45:00	13.2	10.31	15.41	.85	3
2020-10-03 02:55:00	12.3	9.51	14.42	.85	3
2020-10-03 03:05:00	13.39	10.85	15.57	1.03	3
2020-10-03 03:15:00	13.31	10.35	16.14	1.01	3
2020-10-03 03:25:00	14	10.3	16.41	1.18	3
2020-10-03 03:35:00	13.66	10.44	16.29	1.24	3
2020-10-03 03:45:00	14.57	11.39	18.55	1.27	3
2020-10-03 03:55:00	13.71	11.09	15.79	.97	3
2020-10-03 04:05:00	13.61	10.17	17.1	1.25	3
2020-10-03 04:15:00	14.88	11.03	17.44	1.26	3
2020-10-03 04:25:00	14.81	9.98	17.76	1.25	3
2020-10-03 04:35:00	13.98	8.91	17.65	1.63	3
2020-10-03 04:45:00	14.53	9.62	17.63	1.37	3
2020-10-03 04:55:00	15.17	11.77	17.93	1.33	3
2020-10-03 05:05:00	15.07	11.66	18.49	1.24	3
2020-10-03 05:15:00	15.4	12.41	18.76	1.22	3
2020-10-03 05:25:00	15.37	12.76	17.95	1.02	3
2020-10-03 05:35:00	14.54	10.58	17.97	1.43	3
2020-10-03 05:45:00	15.16	11.77	17.93	1.19	3
2020-10-03 05:55:00	13.37	8.44	18.02	1.78	3
2020-10-03 06:05:00	14.43	9.99	17.65	1.57	3
2020-10-03 06:15:00	13.49	8.1	17.61	1.79	3
2020-10-03 06:25:00	13.21	8.52	16.93	1.52	3
2020-10-03 06:35:00	14.22	9.79	17.82	1.47	3
2020-10-03 06:45:00	14.03	9.67	18.31	1.72	3
2020-10-03 06:55:00	15.18	10.55	19.26	1.76	3
2020-10-03 07:05:00	16.15	12.24	19.78	1.46	3
2020-10-03 07:15:00	16.31	11.84	19.4	1.54	3
2020-10-03 07:25:00	16.22	12.06	19.48	1.55	3
2020-10-03 07:35:00	15.55	11.81	20.5	1.59	3
2020-10-03 07:45:00	15.64	11.87	19.54	1.49	3
2020-10-03 07:55:00	15.9	11.57	19.03	1.25	3
2020-10-03 08:05:00	15.29	11.08	19.01	1.75	3
2020-10-03 08:15:00	15.74	12.15	18.84	1.34	3
2020-10-03 08:25:00	16.15	10.73	19.35	1.46	3
2020-10-03 08:35:00	15.89	11.51	19.29	1.35	3
2020-10-03 08:45:00	16.2	11.5	20.6	1.61	3
2020-10-03 08:55:00	15.7	10.38	19.48	1.67	3
2020-10-03 09:05:00	17.46	12.91	20.89	1.59	3
2020-10-03 09:15:00	16.46	11.69	20.06	1.67	3
2020-10-03 09:25:00	15.84	12.53	18.46	1.13	3
2020-10-03 09:35:00	16.1	12.81	18.82	1.16	3
2020-10-03 09:45:00	15.32	12.11	19.19	1.35	3
2020-10-03 09:55:00	15.08	10.27	19.53	1.92	3
2020-10-03 10:05:00	15.65	11.75	18.23	1.29	3
2020-10-03 10:15:00	15.65	11.4	18.45	1.31	3
2020-10-03 10:25:00	15.07	10.66	18.81	1.48	3
2020-10-03 10:35:00	14.78	9.73	18.81	1.79	3
2020-10-03 10:45:00	15.13	10.9	18.93	1.59	3
2020-10-03 10:55:00	15	10.5	19.05	1.48	3
2020-10-03 11:05:00	13.69	8.76	19.35	1.61	3
2020-10-03 11:15:00	14.04	8.41	17.79	1.69	3
2020-10-03 11:25:00	14.12	10.62	19.22	1.6	3
2020-10-03 11:35:00	13.64	9.68	17.56	1.61	3
2020-10-03 11:45:00	13.39	9.66	17.56	1.47	3
2020-10-03 11:55:00	13.77	9.72	17.72	1.51	3
2020-10-03 12:05:00	13.31	8.94	17.18	1.51	3
2020-10-03 12:15:00	14.21	10.54	18.11	1.63	3
2020-10-03 12:25:00	13.71	8.45	17.93	1.57	3
2020-10-03 12:35:00	13.61	10.13	18.81	1.53	3
2020-10-03 12:45:00	14.05	9.68	18.57	1.73	3
2020-10-03 12:55:00	14.55	9.99	19.03	1.43	3
2020-10-03 13:05:00	14.77	10.48	18.09	1.55	3
2020-10-03 13:15:00	15.6	11.76	19.17	1.44	3
2020-10-03 13:25:00	15.48	9.9	20.3	2.07	3
2020-10-03 13:35:00	14.6	11.26	18.57	1.37	3
2020-10-03 13:45:00	14.9	10.75	19.78	1.48	3
2020-10-03 13:55:00	14.87	11.14	20.35	1.61	3
2020-10-03 14:05:00	14.94	10.33	20.87	2.17	3
2020-10-03 14:15:00	14.84	9.85	18.89	1.56	3
2020-10-03 14:25:00	14.59	10.1	19.95	1.55	3
2020-10-03 14:35:00	14.49	10.73	19.06	1.58	3
2020-10-03 14:45:00	14.71	10.66	20.4	1.71	3
2020-10-03 14:55:00	14.78	9.73	19.17	1.8	3
2020-10-03 15:05:00	13.67	10.19	18.02	1.47	3
2020-10-03 15:15:00	13.84	9.25	18.77	1.72	3
2020-10-03 15:25:00	12.43	8.69	16.13	1.57	3
2020-10-03 15:35:00	12.4	6	16.16	1.64	3
2020-10-03 15:45:00	12.33	8.23	16.07	1.47	3
2020-10-03 15:55:00	12.29	7.72	18.02	1.67	3
2020-10-03 16:05:00	12.19	7.78	16.46	1.81	3
2020-10-03 16:15:00	13.28	8.26	17.19	1.62	3
2020-10-03 16:25:00	13.06	9.13	17.4	1.66	3
2020-10-03 16:35:00	12.46	8.17	17.13	1.69	3
2020-10-03 16:45:00	13.13	8.06	18.83	1.58	3
2020-10-03 16:55:00	12.26	8.38	16.7	1.57	3
2020-10-03 17:05:00	11.63	6.02	15.2	1.62	3
2020-10-03 17:15:00	11.65	6.81	16.41	2	3
2020-10-03 17:25:00	11.29	6.93	16.14	1.66	3
2020-10-03 17:35:00	11.79	7.46	15.98	1.51	3
2020-10-03 17:45:00	12.31	7.08	16.78	1.64	3
2020-10-03 17:55:00	11.73	7.68	15.73	1.62	3
2020-10-03 18:05:00	11.07	6.33	15.35	1.71	3
2020-10-03 18:15:00	13.31	8.58	18.11	1.7	3
2020-10-03 18:25:00	12.27	7.93	17.63	1.66	3
2020-10-03 18:35:00	13.08	8.89	17.41	1.59	3
2020-10-03 18:45:00	12.61	8.2	17.31	1.77	3
2020-10-03 18:55:00	12.95	9.57	16.58	1.03	3
2020-10-03 19:05:00	12.33	9.75	14.87	.89	3
2020-10-03 19:15:00	12.62	10.45	14.84	.75	3
2020-10-03 19:25:00	12.78	10.31	14.9	.87	3
2020-10-03 19:35:00	11.93	8.2	14.95	1.19	3
2020-10-03 19:45:00	11.87	7.35	14.67	1.05	3
2020-10-03 19:55:00	12.25	9.25	15.87	1.04	3
2020-10-03 20:05:00	11.65	7.07	15.78	1.46	3
2020-10-03 20:15:00	12.32	7.16	16.42	1.68	3
2020-10-03 20:25:00	11.88	8.04	15.3	1.22	3
2020-10-03 20:35:00	11.1	5.33	16.07	1.65	3
2020-10-03 20:45:00	11.47	6.43	15.02	1.64	3
2020-10-03 20:55:00	12.26	9.64	14.38	.78	3
2020-10-03 21:05:00	12.53	10.4	14.79	.76	3
2020-10-03 21:15:00	12.57	10.28	14.72	.75	3
2020-10-03 21:25:00	12.16	9.63	14.68	.84	3
2020-10-03 21:35:00	12.07	10.11	14.41	.79	3
2020-10-03 21:45:00	12.11	9.86	14.95	.88	3
2020-10-03 21:55:00	12.19	9.72	14.68	.83	3
2020-10-03 22:05:00	12	9.47	14.46	.86	3
2020-10-03 22:15:00	12.03	9.81	14.07	.74	3
2020-10-03 22:25:00	10.98	8.97	13.26	.74	3
2020-10-03 22:35:00	9.66	7.61	12.03	.78	3
2020-10-03 22:45:00	10.04	7.63	13.43	.89	3
2020-10-03 22:55:00	10.01	8.02	12.5	.89	3
2020-10-03 23:05:00	9.93	7.57	12.89	.85	3
2020-10-03 23:15:00	10.64	8.05	13.19	.89	3
2020-10-03 23:25:00	9.61	7.16	12	1.02	3
2020-10-03 23:35:00	8.54	6.16	12.44	.85	3
2020-10-03 23:45:00	7.98	6.15	9.87	.71	3
2020-10-03 23:55:00	8.87	6.67	11.1	.91	3
2020-10-04 00:05:00	9.39	7.11	12.45	.79	3
2020-10-04 00:15:00	8.37	6.28	9.93	.57	3
2020-10-04 00:25:00	8.02	5.41	10.4	.99	3
2020-10-04 00:35:00	7.76	5.43	9.72	.81	3
2020-10-04 00:45:00	7.76	5.57	9.92	.73	3
