,PNW_KL3,WRF Centroid Actual
2016-08-06 07:00:00,272.8313253658116,329.8676575
2016-08-06 08:00:00,272.8313253658116,329.8676575
2016-08-06 09:00:00,272.8313253658116,329.8676575
2016-08-06 10:00:00,278.04897897893176,329.8676575
2016-08-06 11:00:00,278.04897897893176,329.8676575
2016-08-06 12:00:00,278.04897897893176,329.8676575
2016-08-06 13:00:00,138.60896552589446,329.8676575
2016-08-06 14:00:00,138.60896552589446,329.8676575
2016-08-06 15:00:00,175.7964339952252,308.9525658333333
2016-08-06 16:00:00,224.59421970112737,308.9525658333333
2016-08-06 17:00:00,224.59421970112737,308.9525658333333
2016-08-06 18:00:00,224.59421970112737,308.9525658333333
2016-08-06 19:00:00,224.59421970112737,308.9525658333333
2016-08-06 20:00:00,224.59421970112737,203.10823083333332
2016-08-06 21:00:00,224.59421970112737,203.10823083333332
2016-08-06 22:00:00,155.83012855099122,203.10823083333332
2016-08-06 23:00:00,155.83012855099122,203.10823083333332
2016-08-07 00:00:00,264.00949487102883,203.10823083333332
2016-08-07 01:00:00,264.00949487102883,203.10823083333332
2016-08-07 02:00:00,264.00949487102883,203.10823083333332
2016-08-07 03:00:00,264.00949487102883,203.10823083333332
2016-08-07 04:00:00,264.00949487102883,203.10823083333332
2016-08-07 05:00:00,247.61103417195773,341.23831
2016-08-07 06:00:00,175.44050589808108,341.23831
2016-08-07 07:00:00,175.44050589808108,341.23831
2016-08-07 08:00:00,175.44050589808108,341.23831
2016-08-07 09:00:00,175.44050589808108,341.23831
2016-08-07 10:00:00,175.44050589808108,341.23831
2016-08-07 11:00:00,264.4095809355703,341.23831
2016-08-07 12:00:00,264.4095809355703,341.23831
2016-08-07 13:00:00,264.4095809355703,341.23831
2016-08-07 14:00:00,218.94217259021056,341.23831
2016-08-07 15:00:00,218.94217259021056,341.23831
2016-08-07 16:00:00,262.62644111868957,341.23831
2016-08-07 17:00:00,262.62644111868957,341.23831
2016-08-07 18:00:00,262.62644111868957,341.23831
2016-08-07 19:00:00,262.62644111868957,341.23831
2016-08-07 20:00:00,262.62644111868957,341.23831
2016-08-07 21:00:00,262.62644111868957,327.36378833333333
2016-08-07 22:00:00,262.62644111868957,327.36378833333333
2016-08-07 23:00:00,262.62644111868957,327.36378833333333
2016-08-08 00:00:00,262.62644111868957,327.36378833333333
2016-08-08 01:00:00,262.62644111868957,327.36378833333333
2016-08-08 02:00:00,262.62644111868957,327.36378833333333
2016-08-08 03:00:00,274.92758823122864,327.36378833333333
2016-08-08 04:00:00,274.92758823122864,327.36378833333333
2016-08-08 05:00:00,274.92758823122864,327.36378833333333
2016-08-08 06:00:00,205.42955215134614,327.36378833333333
2016-08-08 07:00:00,205.42955215134614,327.36378833333333
2016-08-08 08:00:00,205.42955215134614,298.5553458333333
2016-08-08 09:00:00,148.0462126270012,298.5553458333333
2016-08-08 10:00:00,148.0462126270012,298.5553458333333
2016-08-08 11:00:00,148.0462126270012,298.5553458333333
2016-08-08 12:00:00,18.601952040966772,298.5553458333333
2016-08-08 13:00:00,18.601952040966772,262.59468666666663
2016-08-08 14:00:00,18.601952040966772,175.42998583333335
2016-08-08 15:00:00,18.601952040966772,175.42998583333335
2016-08-08 16:00:00,18.601952040966772,175.42998583333335
2016-08-08 17:00:00,109.6778475712923,223.099005
2016-08-08 18:00:00,109.6778475712923,223.099005
2016-08-08 19:00:00,109.6778475712923,223.099005
2016-08-08 20:00:00,57.98559389395366,173.16662666666664
2016-08-08 21:00:00,57.98559389395366,173.16662666666664
2016-08-08 22:00:00,115.59436115573743,173.16662666666664
2016-08-08 23:00:00,115.59436115573743,173.16662666666664
2016-08-09 00:00:00,217.54918317512934,173.16662666666664
2016-08-09 01:00:00,217.54918317512934,173.16662666666664
2016-08-09 02:00:00,217.54918317512934,173.16662666666664
2016-08-09 03:00:00,254.4262719874653,173.16662666666664
2016-08-09 04:00:00,201.52897291275855,337.7631925
2016-08-09 05:00:00,201.52897291275855,337.7631925
2016-08-09 06:00:00,251.8904836319725,337.7631925
2016-08-09 07:00:00,226.89662501809488,337.7631925
2016-08-09 08:00:00,135.48859311838643,337.7631925
2016-08-09 09:00:00,135.48859311838643,337.7631925
2016-08-09 10:00:00,135.48859311838643,337.7631925
2016-08-09 11:00:00,137.0744281029092,337.7631925
2016-08-09 12:00:00,137.0744281029092,290.073975
2016-08-09 13:00:00,215.4683993397138,290.073975
2016-08-09 14:00:00,215.4683993397138,304.92705416666666
2016-08-09 15:00:00,215.4683993397138,304.92705416666666
2016-08-09 16:00:00,196.47067880416947,173.89038666666667
2016-08-09 17:00:00,142.52556008539443,55.89422475
2016-08-09 18:00:00,142.52556008539443,55.89422475
2016-08-09 19:00:00,142.52556008539443,55.89422475
2016-08-09 20:00:00,139.30717006951807,42.214199666666666
2016-08-09 21:00:00,139.30717006951807,42.214199666666666
2016-08-09 22:00:00,244.0945343384839,42.214199666666666
2016-08-09 23:00:00,244.0945343384839,42.214199666666666
2016-08-10 00:00:00,244.0945343384839,42.214199666666666
2016-08-10 01:00:00,244.0945343384839,320.1017725
2016-08-10 02:00:00,244.0945343384839,320.1017725
2016-08-10 03:00:00,244.0945343384839,320.1017725
2016-08-10 04:00:00,264.1653491102896,320.1017725
2016-08-10 05:00:00,264.1653491102896,320.1017725
2016-08-10 06:00:00,233.57533965233742,320.1017725
2016-08-10 07:00:00,233.57533965233742,320.1017725
2016-08-10 08:00:00,233.57533965233742,314.87809999999996
2016-08-10 09:00:00,50.52715199109617,275.42779916666666
2016-08-10 10:00:00,50.52715199109617,275.42779916666666
2016-08-10 11:00:00,50.52715199109617,94.96089116666667
2016-08-10 12:00:00,50.52715199109617,94.96089116666667
2016-08-10 13:00:00,50.52715199109617,100.63686408333335
2016-08-10 14:00:00,50.52715199109617,100.63686408333335
2016-08-10 15:00:00,50.52715199109617,100.63686408333335
2016-08-10 16:00:00,50.52715199109617,0.35496666916666664
2016-08-10 17:00:00,50.52715199109617,0.35496666916666664
2016-08-10 18:00:00,50.52715199109617,0.35496666916666664
2016-08-10 19:00:00,50.52715199109617,0.35496666916666664
2016-08-10 20:00:00,50.52715199109617,0.35496666916666664
2016-08-10 21:00:00,50.52715199109617,0.35496666916666664
2016-08-10 22:00:00,50.52715199109617,0.35496666916666664
2016-08-10 23:00:00,50.52715199109617,0.35496666916666664
2016-08-11 00:00:00,50.52715199109617,0.35496666916666664
2016-08-11 01:00:00,0.9216416414614793,49.877997666666666
2016-08-11 02:00:00,0.9216416414614793,49.877997666666666
2016-08-11 03:00:00,0.9216416414614793,310.06917833333335
2016-08-11 04:00:00,161.3977104900905,310.06917833333335
2016-08-11 05:00:00,161.3977104900905,286.8163025
2016-08-11 06:00:00,125.72946867386844,286.8163025
2016-08-11 07:00:00,125.72946867386844,181.087175
2016-08-11 08:00:00,125.72946867386844,181.087175
2016-08-11 09:00:00,125.72946867386844,201.446605
2016-08-11 10:00:00,125.72946867386844,201.446605
2016-08-11 11:00:00,15.671608853365042,201.446605
2016-08-11 12:00:00,15.671608853365042,201.446605
2016-08-11 13:00:00,15.671608853365042,37.37786675
2016-08-11 14:00:00,15.671608853365042,37.37786675
2016-08-11 15:00:00,15.671608853365042,37.37786675
2016-08-11 16:00:00,15.671608853365042,37.37786675
2016-08-11 17:00:00,15.671608853365042,37.37786675
2016-08-11 18:00:00,15.671608853365042,37.37786675
2016-08-11 19:00:00,15.671608853365042,37.37786675
2016-08-11 20:00:00,15.671608853365042,37.37786675
2016-08-11 21:00:00,15.671608853365042,37.37786675
2016-08-11 22:00:00,15.671608853365042,37.37786675
2016-08-11 23:00:00,15.671608853365042,37.37786675
2016-08-12 00:00:00,15.671608853365042,37.37786675
2016-08-12 01:00:00,15.671608853365042,37.37786675
2016-08-12 02:00:00,15.671608853365042,3.2372498341666667
2016-08-12 03:00:00,15.671608853365042,3.2372498341666667
2016-08-12 04:00:00,15.671608853365042,3.2372498341666667
2016-08-12 05:00:00,15.671608853365042,3.2372498341666667
2016-08-12 06:00:00,15.671608853365042,3.2372498341666667
2016-08-12 07:00:00,15.671608853365042,3.2372498341666667
2016-08-12 08:00:00,15.671608853365042,3.2372498341666667
2016-08-12 09:00:00,15.671608853365042,3.2372498341666667
2016-08-12 10:00:00,15.671608853365042,3.2372498341666667
2016-08-12 11:00:00,15.671608853365042,3.2372498341666667
2016-08-12 12:00:00,15.671608853365042,3.2372498341666667
2016-08-12 13:00:00,15.671608853365042,3.2372498341666667
2016-08-12 14:00:00,15.671608853365042,3.2372498341666667
2016-08-12 15:00:00,15.671608853365042,3.2372498341666667
2016-08-12 16:00:00,15.671608853365042,3.2372498341666667
2016-08-12 17:00:00,15.671608853365042,3.2372498341666667
2016-08-12 18:00:00,15.671608853365042,3.2372498341666667
2016-08-12 19:00:00,15.671608853365042,3.2372498341666667
2016-08-12 20:00:00,15.671608853365042,3.2372498341666667
2016-08-12 21:00:00,15.671608853365042,3.2372498341666667
2016-08-12 22:00:00,15.671608853365042,3.2372498341666667
2016-08-12 23:00:00,15.671608853365042,3.2372498341666667
2016-08-13 00:00:00,15.671608853365042,3.2372498341666667
2016-08-13 01:00:00,15.671608853365042,3.2372498341666667
2016-08-13 02:00:00,15.671608853365042,3.2372498341666667
2016-08-13 03:00:00,15.671608853365042,3.2372498341666667
2016-08-13 04:00:00,15.671608853365042,3.2372498341666667
2016-08-13 05:00:00,15.671608853365042,3.2372498341666667
2016-08-13 06:00:00,15.671608853365042,3.2372498341666667
2016-08-13 07:00:00,15.671608853365042,3.2372498341666667
2016-08-13 08:00:00,15.671608853365042,3.2372498341666667
2016-08-13 09:00:00,15.671608853365042,3.2372498341666667
2016-08-13 10:00:00,15.671608853365042,3.2372498341666667
2016-08-13 11:00:00,15.671608853365042,3.2372498341666667
2016-08-13 12:00:00,15.671608853365042,3.2372498341666667
2016-08-13 13:00:00,15.671608853365042,3.2372498341666667
2016-08-13 14:00:00,15.671608853365042,3.2372498341666667
2016-08-13 15:00:00,15.671608853365042,6.567457275
2016-08-13 16:00:00,15.671608853365042,6.567457275
2016-08-13 17:00:00,15.671608853365042,6.567457275
2016-08-13 18:00:00,15.671608853365042,6.567457275
2016-08-13 19:00:00,15.671608853365042,6.567457275
2016-08-13 20:00:00,15.671608853365042,6.567457275
2016-08-13 21:00:00,15.671608853365042,6.567457275
2016-08-13 22:00:00,15.671608853365042,6.567457275
2016-08-13 23:00:00,7.060558094316175,29.618438666666666
2016-08-14 00:00:00,7.060558094316175,29.618438666666666
2016-08-14 01:00:00,7.060558094316175,29.618438666666666
2016-08-14 02:00:00,203.32590419925717,296.76765083333333
2016-08-14 03:00:00,251.94408419989344,296.76765083333333
2016-08-14 04:00:00,251.94408419989344,296.76765083333333
2016-08-14 05:00:00,251.94408419989344,296.76765083333333
2016-08-14 06:00:00,154.7913648846042,296.76765083333333
2016-08-14 07:00:00,154.7913648846042,306.28424
2016-08-14 08:00:00,154.7913648846042,306.28424
2016-08-14 09:00:00,167.427348569889,185.5268133333333
2016-08-14 10:00:00,167.427348569889,185.5268133333333
2016-08-14 11:00:00,167.427348569889,255.95278333333331
2016-08-14 12:00:00,167.427348569889,255.95278333333331
2016-08-14 13:00:00,55.060626093909235,255.95278333333331
2016-08-14 14:00:00,55.060626093909235,255.95278333333331
2016-08-14 15:00:00,20.387730479191546,255.95278333333331
2016-08-14 16:00:00,20.387730479191546,255.95278333333331
2016-08-14 17:00:00,48.827914156877405,255.95278333333331
2016-08-14 18:00:00,48.827914156877405,15.5585375
2016-08-14 19:00:00,48.827914156877405,15.5585375
2016-08-14 20:00:00,48.827914156877405,15.5585375
2016-08-14 21:00:00,48.827914156877405,29.159597416666667
2016-08-14 22:00:00,48.827914156877405,29.159597416666667
2016-08-14 23:00:00,39.06123148588873,29.159597416666667
2016-08-15 00:00:00,39.06123148588873,279.8442533333333
2016-08-15 01:00:00,260.4970901214685,279.8442533333333
2016-08-15 02:00:00,260.4970901214685,279.8442533333333
2016-08-15 03:00:00,260.4970901214685,279.8442533333333
2016-08-15 04:00:00,261.47275586686027,321.92409333333336
2016-08-15 05:00:00,261.47275586686027,321.92409333333336
2016-08-15 06:00:00,261.47275586686027,321.92409333333336
2016-08-15 07:00:00,261.47275586686027,321.92409333333336
2016-08-15 08:00:00,261.47275586686027,273.844855
2016-08-15 09:00:00,261.47275586686027,273.844855
2016-08-15 10:00:00,261.47275586686027,273.844855
2016-08-15 11:00:00,76.15386326077481,199.77360833333333
2016-08-15 12:00:00,76.15386326077481,199.77360833333333
2016-08-15 13:00:00,76.15386326077481,202.92306583333334
2016-08-15 14:00:00,76.15386326077481,202.92306583333334
2016-08-15 15:00:00,76.15386326077481,202.92306583333334
2016-08-15 16:00:00,76.15386326077481,202.92306583333334
2016-08-15 17:00:00,76.15386326077481,202.92306583333334
2016-08-15 18:00:00,76.15386326077481,26.437924916666663
2016-08-15 19:00:00,76.15386326077481,26.437924916666663
2016-08-15 20:00:00,27.726017061744134,26.437924916666663
2016-08-15 21:00:00,27.726017061744134,26.437924916666663
2016-08-15 22:00:00,27.726017061744134,26.437924916666663
2016-08-15 23:00:00,89.98066308171057,66.34562675
2016-08-16 00:00:00,89.98066308171057,66.34562675
2016-08-16 01:00:00,227.76100232683075,66.34562675
2016-08-16 02:00:00,227.76100232683075,314.3763391666667
2016-08-16 03:00:00,227.76100232683075,314.3763391666667
2016-08-16 04:00:00,227.76100232683075,314.3763391666667
2016-08-16 05:00:00,263.71538059740027,314.3763391666667
2016-08-16 06:00:00,263.71538059740027,314.3763391666667
2016-08-16 07:00:00,143.99369670833443,314.3763391666667
2016-08-16 08:00:00,143.99369670833443,314.3763391666667
2016-08-16 09:00:00,131.30141326345554,322.31976333333336
2016-08-16 10:00:00,131.30141326345554,322.31976333333336
2016-08-16 11:00:00,69.93359208097664,204.2638025
2016-08-16 12:00:00,69.93359208097664,297.15682250000003
2016-08-16 13:00:00,69.93359208097664,274.24881250000004
2016-08-16 14:00:00,69.93359208097664,274.24881250000004
2016-08-16 15:00:00,34.88070139005524,274.24881250000004
2016-08-16 16:00:00,34.88070139005524,74.42648008333333
2016-08-16 17:00:00,53.81831163875427,74.42648008333333
2016-08-16 18:00:00,53.81831163875427,74.42648008333333
2016-08-16 19:00:00,53.81831163875427,16.07718925
2016-08-16 20:00:00,53.81831163875427,16.07718925
2016-08-16 21:00:00,53.81831163875427,16.07718925
2016-08-16 22:00:00,53.81831163875427,47.92318916666667
2016-08-16 23:00:00,4.282155357507035,47.92318916666667
2016-08-17 00:00:00,78.84259313275176,274.46632416666665
2016-08-17 01:00:00,218.88450339223857,274.46632416666665
2016-08-17 02:00:00,218.88450339223857,274.46632416666665
2016-08-17 03:00:00,218.88450339223857,341.18520666666666
2016-08-17 04:00:00,218.88450339223857,341.18520666666666
2016-08-17 05:00:00,272.3691067415542,341.18520666666666
2016-08-17 06:00:00,272.3691067415542,341.18520666666666
2016-08-17 07:00:00,272.3691067415542,341.18520666666666
2016-08-17 08:00:00,272.3691067415542,341.18520666666666
2016-08-17 09:00:00,272.3691067415542,275.72499583333337
2016-08-17 10:00:00,272.3691067415542,275.72499583333337
2016-08-17 11:00:00,272.3691067415542,187.31408416666667
2016-08-17 12:00:00,92.39796337458637,231.28499499999998
2016-08-17 13:00:00,107.57871726746295,231.28499499999998
2016-08-17 14:00:00,36.07680862484915,231.28499499999998
2016-08-17 15:00:00,29.862778310278582,108.24070433333333
2016-08-17 16:00:00,116.29887526641572,108.24070433333333
2016-08-17 17:00:00,136.80343230103412,108.24070433333333
2016-08-17 18:00:00,136.80343230103412,108.24070433333333
2016-08-17 19:00:00,136.80343230103412,108.24070433333333
2016-08-17 20:00:00,7.25807025527965,108.24070433333333
2016-08-17 21:00:00,7.25807025527965,8.481054308333333
2016-08-17 22:00:00,7.25807025527965,8.481054308333333
2016-08-17 23:00:00,7.25807025527965,8.481054308333333
2016-08-18 00:00:00,7.25807025527965,90.23511775000001
2016-08-18 01:00:00,49.67958101208903,90.23511775000001
2016-08-18 02:00:00,49.67958101208903,293.24195000000003
2016-08-18 03:00:00,49.67958101208903,331.97189
2016-08-18 04:00:00,49.67958101208903,331.97189
2016-08-18 05:00:00,134.46687640361912,331.97189
2016-08-18 06:00:00,134.46687640361912,331.97189
2016-08-18 07:00:00,134.46687640361912,331.97189
2016-08-18 08:00:00,134.46687640361912,31.628075749999997
2016-08-18 09:00:00,134.46687640361912,31.628075749999997
2016-08-18 10:00:00,134.46687640361912,31.628075749999997
2016-08-18 11:00:00,4.023067142026634,31.628075749999997
2016-08-18 12:00:00,4.023067142026634,31.628075749999997
2016-08-18 13:00:00,4.023067142026634,31.628075749999997
2016-08-18 14:00:00,4.023067142026634,31.628075749999997
2016-08-18 15:00:00,4.023067142026634,31.628075749999997
2016-08-18 16:00:00,4.023067142026634,31.628075749999997
2016-08-18 17:00:00,4.023067142026634,31.628075749999997
2016-08-18 18:00:00,4.023067142026634,31.628075749999997
2016-08-18 19:00:00,4.023067142026634,31.628075749999997
2016-08-18 20:00:00,4.023067142026634,31.628075749999997
2016-08-18 21:00:00,4.023067142026634,31.628075749999997
2016-08-18 22:00:00,4.023067142026634,31.628075749999997
2016-08-18 23:00:00,4.023067142026634,31.628075749999997
2016-08-19 00:00:00,4.023067142026634,31.628075749999997
2016-08-19 01:00:00,4.023067142026634,31.628075749999997
2016-08-19 02:00:00,4.023067142026634,30.780704933333336
2016-08-19 03:00:00,4.023067142026634,102.14205633333334
2016-08-19 04:00:00,4.023067142026634,102.14205633333334
2016-08-19 05:00:00,4.023067142026634,102.14205633333334
2016-08-19 06:00:00,4.023067142026634,36.64704841666667
2016-08-19 07:00:00,15.419637025358494,36.64704841666667
2016-08-19 08:00:00,15.419637025358494,136.14061416666667
2016-08-19 09:00:00,115.33389950123022,136.14061416666667
2016-08-19 10:00:00,64.66947644531153,136.14061416666667
2016-08-19 11:00:00,64.66947644531153,24.284361833333335
2016-08-19 12:00:00,107.29266471264847,24.284361833333335
2016-08-19 13:00:00,107.29266471264847,24.284361833333335
2016-08-19 14:00:00,107.29266471264847,49.80152141666667
2016-08-19 15:00:00,68.2776300239394,38.180765916666665
2016-08-19 16:00:00,68.2776300239394,38.180765916666665
2016-08-19 17:00:00,68.2776300239394,88.75260424999999
2016-08-19 18:00:00,139.4618510985839,88.75260424999999
2016-08-19 19:00:00,139.4618510985839,88.75260424999999
2016-08-19 20:00:00,139.4618510985839,82.218481
2016-08-19 21:00:00,139.4618510985839,82.218481
2016-08-19 22:00:00,139.4618510985839,82.218481
2016-08-19 23:00:00,139.4618510985839,82.218481
2016-08-20 00:00:00,139.4618510985839,82.218481
2016-08-20 01:00:00,139.4618510985839,20.88438341666667
2016-08-20 02:00:00,139.4618510985839,20.88438341666667
2016-08-20 03:00:00,139.4618510985839,110.29650325
2016-08-20 04:00:00,139.4618510985839,110.29650325
2016-08-20 05:00:00,139.4618510985839,110.29650325
2016-08-20 06:00:00,139.4618510985839,0.7306334518333334
2016-08-20 07:00:00,0.0,0.7306334518333334
2016-08-20 08:00:00,0.0,0.7306334518333334
2016-08-20 09:00:00,0.0,0.7306334518333334
2016-08-20 10:00:00,0.0,0.7306334518333334
2016-08-20 11:00:00,0.0,0.7306334518333334
2016-08-20 12:00:00,0.0,0.7306334518333334
2016-08-20 13:00:00,0.0,0.7306334518333334
2016-08-20 14:00:00,0.0,0.7306334518333334
2016-08-20 15:00:00,0.0,0.7306334518333334
2016-08-20 16:00:00,0.0,0.7306334518333334
2016-08-20 17:00:00,0.0,0.7306334518333334
2016-08-20 18:00:00,0.0,0.7306334518333334
2016-08-20 19:00:00,0.0,0.7306334518333334
2016-08-20 20:00:00,0.0,0.7306334518333334
2016-08-20 21:00:00,0.0,0.7306334518333334
2016-08-20 22:00:00,0.0,0.7306334518333334
2016-08-20 23:00:00,0.0,0.7306334518333334
2016-08-21 00:00:00,0.0,0.7306334518333334
2016-08-21 01:00:00,0.0,20.554912291666668
2016-08-21 02:00:00,0.0,20.554912291666668
2016-08-21 03:00:00,3.0813815803160014,309.1667116666667
2016-08-21 04:00:00,3.0813815803160014,309.1667116666667
2016-08-21 05:00:00,157.41440276133542,309.1667116666667
2016-08-21 06:00:00,157.41440276133542,309.1667116666667
2016-08-21 07:00:00,192.57246289442452,309.1667116666667
2016-08-21 08:00:00,192.57246289442452,309.1667116666667
2016-08-21 09:00:00,70.73669441250254,297.36928083333333
2016-08-21 10:00:00,70.73669441250254,297.36928083333333
2016-08-21 11:00:00,70.73669441250254,230.632875
2016-08-21 12:00:00,70.73669441250254,230.632875
2016-08-21 13:00:00,70.73669441250254,325.6261825
2016-08-21 14:00:00,70.73669441250254,325.6261825
2016-08-21 15:00:00,70.73669441250254,325.6261825
2016-08-21 16:00:00,70.73669441250254,325.6261825
2016-08-21 17:00:00,213.97079309397265,325.6261825
2016-08-21 18:00:00,213.97079309397265,325.6261825
2016-08-21 19:00:00,213.97079309397265,325.6261825
2016-08-21 20:00:00,281.9130157496977,325.6261825
2016-08-21 21:00:00,281.9130157496977,325.6261825
2016-08-21 22:00:00,281.9130157496977,325.6261825
2016-08-21 23:00:00,281.9130157496977,325.6261825
2016-08-22 00:00:00,281.9130157496977,325.6261825
2016-08-22 01:00:00,281.9130157496977,325.6261825
2016-08-22 02:00:00,281.9130157496977,325.6261825
2016-08-22 03:00:00,281.9130157496977,325.6261825
2016-08-22 04:00:00,281.9130157496977,325.6261825
2016-08-22 05:00:00,287.3152275065389,325.6261825
2016-08-22 06:00:00,287.3152275065389,325.6261825
2016-08-22 07:00:00,253.7429658577063,325.6261825
2016-08-22 08:00:00,253.7429658577063,325.6261825
2016-08-22 09:00:00,273.40864717172815,333.5373858333333
2016-08-22 10:00:00,273.40864717172815,333.5373858333333
2016-08-22 11:00:00,273.40864717172815,219.45797583333334
2016-08-22 12:00:00,273.40864717172815,219.45797583333334
2016-08-22 13:00:00,273.40864717172815,219.45797583333334
2016-08-22 14:00:00,109.97097669626379,261.73462666666666
2016-08-22 15:00:00,109.97097669626379,261.73462666666666
2016-08-22 16:00:00,109.97097669626379,204.93378916666666
2016-08-22 17:00:00,109.97097669626379,204.93378916666666
2016-08-22 18:00:00,229.144006034458,204.93378916666666
