,PNW_BH1,WRF Centroid Actual
2016-08-02 00:00:00,0.0,0.0
2016-08-02 00:05:00,0.0,0.0
2016-08-02 00:10:00,0.0,0.0
2016-08-02 00:15:00,0.0,0.0
2016-08-02 00:20:00,0.0,0.0
2016-08-02 00:25:00,0.0,0.0
2016-08-02 00:30:00,0.0,0.0
2016-08-02 00:35:00,0.0,0.0
2016-08-02 00:40:00,0.0,0.0
2016-08-02 00:45:00,0.0,0.0
2016-08-02 00:50:00,0.0,0.0
2016-08-02 00:55:00,0.0,0.0
2016-08-02 01:00:00,0.0,0.0
2016-08-02 01:05:00,0.0,0.0
2016-08-02 01:10:00,0.0,0.0
2016-08-02 01:15:00,0.0,0.0
2016-08-02 01:20:00,0.0,0.0
2016-08-02 01:25:00,0.0,0.0
2016-08-02 01:30:00,0.0,0.0
2016-08-02 01:35:00,0.0,0.0
2016-08-02 01:40:00,0.0,0.0
2016-08-02 01:45:00,0.0,0.0
2016-08-02 01:50:00,0.0,0.0
2016-08-02 01:55:00,0.0,0.0
2016-08-02 02:00:00,0.0,0.0
2016-08-02 02:05:00,0.0,0.0
2016-08-02 02:10:00,0.0,0.0
2016-08-02 02:15:00,0.0,0.0
2016-08-02 02:20:00,0.0,0.0
2016-08-02 02:25:00,0.0,0.0
2016-08-02 02:30:00,0.0,0.0
2016-08-02 02:35:00,0.0,0.0
2016-08-02 02:40:00,0.0,0.0
2016-08-02 02:45:00,0.0,0.0
2016-08-02 02:50:00,0.0,37.50599999999999
2016-08-02 02:55:00,0.0,37.50599999999999
2016-08-02 03:00:00,0.0,37.50599999999999
2016-08-02 03:05:00,0.0,37.50599999999999
2016-08-02 03:10:00,0.0,37.50599999999999
2016-08-02 03:15:00,0.0,37.50599999999999
2016-08-02 03:20:00,0.0,37.50599999999999
2016-08-02 03:25:00,0.0,37.50599999999999
2016-08-02 03:30:00,0.0,37.50599999999999
2016-08-02 03:35:00,0.0,89.376
2016-08-02 03:40:00,0.0,89.376
2016-08-02 03:45:00,0.0,89.376
2016-08-02 03:50:00,0.0,89.376
2016-08-02 03:55:00,0.0,89.376
2016-08-02 04:00:00,0.0,89.376
2016-08-02 04:05:00,0.0,89.376
2016-08-02 04:10:00,0.0,89.376
2016-08-02 04:15:00,29.583596650167,89.376
2016-08-02 04:20:00,29.583596650167,89.376
2016-08-02 04:25:00,29.583596650167,17.7555
2016-08-02 04:30:00,29.583596650167,17.7555
2016-08-02 04:35:00,29.583596650167,17.7555
2016-08-02 04:40:00,29.583596650167,17.7555
2016-08-02 04:45:00,29.583596650167,17.7555
2016-08-02 04:50:00,29.583596650167,17.7555
2016-08-02 04:55:00,29.583596650167,17.7555
2016-08-02 05:00:00,29.583596650167,17.7555
2016-08-02 05:05:00,29.583596650167,17.7555
2016-08-02 05:10:00,29.583596650167,17.7555
2016-08-02 05:15:00,29.583596650167,17.7555
2016-08-02 05:20:00,29.583596650167,17.7555
2016-08-02 05:25:00,29.583596650167,17.7555
2016-08-02 05:30:00,29.583596650167,63.04200532
2016-08-02 05:35:00,29.583596650167,63.04200532
2016-08-02 05:40:00,29.583596650167,63.04200532
2016-08-02 05:45:00,29.583596650167,63.04200532
2016-08-02 05:50:00,29.583596650167,63.04200532
2016-08-02 05:55:00,29.583596650167,63.04200532
2016-08-02 06:00:00,29.583596650167,63.04200532
2016-08-02 06:05:00,29.583596650167,63.04200532
2016-08-02 06:10:00,29.583596650167,63.04200532
2016-08-02 06:15:00,95.146592551856,63.04200532
2016-08-02 06:20:00,95.146592551856,63.04200532
2016-08-02 06:25:00,95.146592551856,76.4085
2016-08-02 06:30:00,95.146592551856,76.4085
2016-08-02 06:35:00,95.146592551856,76.4085
2016-08-02 06:40:00,95.146592551856,76.4085
2016-08-02 06:45:00,95.146592551856,76.4085
2016-08-02 06:50:00,95.146592551856,76.4085
2016-08-02 06:55:00,95.146592551856,76.4085
2016-08-02 07:00:00,95.146592551856,76.4085
2016-08-02 07:05:00,95.146592551856,76.4085
2016-08-02 07:10:00,95.146592551856,76.4085
2016-08-02 07:15:00,95.146592551856,76.4085
2016-08-02 07:20:00,95.146592551856,76.4085
2016-08-02 07:25:00,95.146592551856,76.4085
2016-08-02 07:30:00,95.146592551856,76.4085
2016-08-02 07:35:00,95.146592551856,76.4085
2016-08-02 07:40:00,95.146592551856,76.4085
2016-08-02 07:45:00,95.146592551856,76.4085
2016-08-02 07:50:00,95.146592551856,76.4085
2016-08-02 07:55:00,95.146592551856,76.4085
2016-08-02 08:00:00,95.146592551856,34.713
2016-08-02 08:05:00,95.146592551856,34.713
2016-08-02 08:10:00,95.146592551856,34.713
2016-08-02 08:15:00,95.146592551856,34.713
2016-08-02 08:20:00,95.146592551856,34.713
2016-08-02 08:25:00,95.146592551856,34.713
2016-08-02 08:30:00,95.146592551856,34.713
2016-08-02 08:35:00,95.146592551856,34.713
2016-08-02 08:40:00,95.146592551856,34.713
2016-08-02 08:45:00,95.146592551856,34.713
2016-08-02 08:50:00,95.146592551856,34.713
2016-08-02 08:55:00,95.146592551856,34.713
2016-08-02 09:00:00,95.146592551856,34.713
2016-08-02 09:05:00,95.146592551856,34.713
2016-08-02 09:10:00,95.146592551856,34.713
2016-08-02 09:15:00,95.146592551856,108.3285
2016-08-02 09:20:00,95.146592551856,108.3285
